dataset_id,n_patients,n_patients_level,median_survival_time,median_survival_time_level,censoring_rate,censoring_rate_level,max_follow_up_time,risk_table
piecewise_high_low_high_3_1,820,high,6.7504363981673485,low,0.7600826978093245,high,36.0,"[820, 659, 547, 456, 364, 269, 196, 107, 18, 5, 5, 5, 0]"
piecewise_high_low_high_4_0,765,high,7.674093129458666,low,0.7280495355887597,high,36.0,"[765, 646, 574, 486, 409, 325, 261, 188, 106, 26, 8, 4, 4, 4, 0]"
piecewise_high_low_high_4_1,797,high,6.24018899113076,low,0.7390393214787756,high,36.0,"[797, 659, 545, 453, 357, 252, 167, 52, 10, 3, 2, 0]"
piecewise_high_low_high_5_0,799,high,5.7271898016253475,low,0.6554409698943907,high,36.0,"[799, 655, 537, 431, 324, 229, 115, 22, 5, 5, 5, 0]"
piecewise_high_low_high_5_1,685,high,6.498718579309612,low,0.7325837065647499,high,36.0,"[685, 567, 486, 393, 292, 208, 143, 70, 14, 8, 7, 6, 0]"
piecewise_high_low_high_6_0,845,high,4.9360330269793815,low,0.6515787896734162,high,36.0,"[845, 695, 562, 423, 297, 174, 20, 5, 4, 0]"
piecewise_high_low_high_6_1,826,high,6.540577935368768,low,0.6724507018854585,high,36.0,"[826, 698, 591, 509, 397, 310, 216, 92, 19, 5, 5, 4, 0]"
piecewise_high_low_high_7_0,742,high,6.6299814179948005,low,0.7268679239105196,high,36.0,"[742, 631, 520, 410, 336, 251, 174, 78, 15, 6, 2, 2, 0]"
piecewise_high_low_high_7_1,933,high,6.0951714484154795,low,0.6155791437421793,high,36.0,"[933, 795, 668, 541, 425, 331, 217, 60, 11, 7, 4, 0]"
piecewise_high_low_high_8_0,757,high,5.916391700129766,low,0.7263949498711926,high,36.0,"[757, 643, 530, 418, 307, 210, 108, 18, 6, 5, 4, 0]"
piecewise_high_low_high_8_1,831,high,4.322904014783238,low,0.8357402314892018,high,36.0,"[831, 640, 459, 266, 140, 17, 3, 1, 0]"
piecewise_high_low_high_9_0,786,high,5.415927718179142,low,0.6285761793535478,high,36.0,"[786, 665, 559, 429, 310, 194, 55, 9, 4, 4, 0]"
piecewise_high_low_high_9_1,809,high,6.7636554007219685,low,0.7056127913682106,high,36.0,"[809, 704, 588, 484, 377, 277, 192, 108, 21, 8, 6, 5, 0]"
piecewise_high_medium_low_0_0,783,high,9.20552086586415,medium,0.0720523847270898,low,36.0,"[783, 760, 744, 733, 707, 677, 610, 548, 499, 397, 198, 67, 27, 19, 18, 18, 16, 0]"
piecewise_high_medium_low_0_1,815,high,12.667311710154562,medium,0.06350359873885705,low,36.0,"[815, 786, 766, 725, 658, 558, 441, 174, 40, 21, 21, 19]"
piecewise_high_medium_low_1_0,804,high,13.318245297144415,medium,0.05679632915779809,low,36.0,"[804, 776, 746, 715, 661, 567, 460, 283, 64, 14, 12, 12, 0]"
piecewise_high_medium_low_1_1,731,high,11.904416476533765,medium,0.03140489530712132,low,36.0,"[731, 708, 681, 648, 570, 472, 340, 69, 13, 11, 11]"
piecewise_high_medium_low_2_0,825,high,8.38291673870673,medium,0.012405901903910575,low,36.0,"[825, 809, 794, 771, 749, 705, 606, 533, 451, 233, 74, 16, 14, 13, 13, 0]"
piecewise_high_medium_low_2_1,806,high,10.481783825162523,medium,0.062393445599125644,low,36.0,"[806, 778, 740, 677, 543, 420, 110, 13, 12, 12]"
piecewise_high_medium_low_3_0,748,high,12.188096889317363,medium,0.036437445336129144,low,36.0,"[748, 719, 685, 654, 572, 489, 373, 91, 11, 8, 6, 0]"
piecewise_high_medium_low_3_1,750,high,10.84208717140685,medium,0.08451453735912007,low,36.0,"[750, 710, 671, 618, 515, 400, 125, 12, 7, 4, 0]"
piecewise_high_medium_low_4_0,828,high,15.885326851009669,medium,0.034482999854452745,low,36.0,"[828, 791, 764, 715, 607, 478, 142, 19, 17, 17]"
piecewise_high_medium_low_4_1,866,high,9.71707972156969,medium,0.05950461172025116,low,36.0,"[866, 827, 793, 711, 594, 402, 51, 18, 18, 0]"
piecewise_high_medium_low_5_0,828,high,12.561086160010767,medium,0.05530698870849425,low,36.0,"[828, 787, 748, 715, 648, 543, 425, 147, 25, 19, 19, 18]"
piecewise_high_medium_low_5_1,795,high,12.387517624033185,medium,0.04434270643963826,low,36.0,"[795, 755, 713, 678, 618, 524, 386, 116, 19, 16, 16, 0]"
piecewise_high_medium_low_6_0,840,high,11.613350307128139,medium,0.08528350106902029,low,36.0,"[840, 800, 765, 714, 610, 510, 345, 56, 17, 15, 15]"
piecewise_high_medium_low_6_1,765,high,10.388261317964316,medium,0.05161469395383326,low,36.0,"[765, 732, 699, 647, 527, 401, 100, 17, 16, 15]"
piecewise_high_medium_low_7_0,753,high,13.281230273744209,medium,0.041602897289684845,low,36.0,"[753, 731, 705, 677, 630, 531, 446, 259, 46, 12, 10, 9, 0]"
piecewise_high_medium_low_7_1,849,high,14.17241701942805,medium,0.053942061758204235,low,36.0,"[849, 818, 793, 758, 723, 628, 536, 413, 121, 24, 14, 12, 11]"
piecewise_high_medium_low_8_0,772,high,13.695879134055668,medium,0.06055394052393032,low,36.0,"[772, 743, 727, 685, 653, 564, 473, 327, 65, 14, 12, 10, 10]"
piecewise_high_medium_low_8_1,864,high,12.897667318051642,medium,0.06674606129325551,low,36.0,"[864, 828, 791, 754, 689, 590, 462, 194, 31, 14, 13, 12]"
piecewise_high_medium_low_9_0,894,high,11.89235651166714,medium,0.0261514867109171,low,36.0,"[894, 870, 837, 798, 701, 577, 423, 82, 16, 14, 14]"
piecewise_high_medium_low_9_1,787,high,13.652801894858847,medium,0.021028608512394114,low,36.0,"[787, 767, 746, 719, 675, 580, 496, 351, 65, 17, 11, 11, 11]"
piecewise_high_medium_medium_0_0,744,high,12.847836984514533,medium,0.31044416284919335,medium,36.0,"[744, 667, 628, 571, 510, 422, 328, 143, 36, 18, 16, 14]"
piecewise_high_medium_medium_0_1,817,high,15.158233007072527,medium,0.3152403228605358,medium,36.0,"[817, 727, 655, 579, 449, 305, 53, 15, 13, 0]"
piecewise_high_medium_medium_1_0,801,high,11.607084775957432,medium,0.3265060555023153,medium,36.0,"[801, 729, 662, 603, 492, 383, 235, 43, 9, 8, 7]"
piecewise_high_medium_medium_1_1,710,high,12.542522765511038,medium,0.31563713581877,medium,36.0,"[710, 666, 603, 541, 464, 375, 276, 95, 24, 10, 7, 5]"
piecewise_high_medium_medium_2_0,849,high,15.363230003686894,medium,0.236317400935932,medium,36.0,"[849, 778, 706, 629, 493, 362, 87, 12, 10, 10]"
piecewise_high_medium_medium_2_1,792,high,10.552194119612869,medium,0.23551422319596926,medium,36.0,"[792, 728, 671, 595, 471, 363, 100, 13, 11, 9]"
piecewise_high_medium_medium_3_0,778,high,14.146406061458976,medium,0.3349113087664135,medium,36.0,"[778, 714, 660, 609, 541, 447, 369, 281, 71, 15, 5, 3, 3]"
piecewise_high_medium_medium_3_1,711,high,13.49422096821574,medium,0.30053021548883274,medium,36.0,"[711, 661, 607, 560, 503, 413, 336, 214, 41, 5, 5, 4, 0]"
piecewise_high_medium_medium_4_0,807,high,13.714982983143466,medium,0.35023187551920326,medium,36.0,"[807, 730, 673, 621, 559, 456, 393, 272, 81, 16, 13, 12, 11]"
piecewise_high_medium_medium_4_1,842,high,10.049545062554667,medium,0.2319632346170184,medium,36.0,"[842, 779, 719, 633, 501, 357, 64, 12, 11, 0]"
piecewise_high_medium_medium_5_0,733,high,10.663970294414089,medium,0.374315990845916,medium,36.0,"[733, 637, 549, 477, 384, 269, 78, 11, 10, 8]"
piecewise_high_medium_medium_5_1,840,high,13.154662822335006,medium,0.31863431074291204,medium,36.0,"[840, 759, 696, 628, 545, 443, 360, 177, 38, 17, 16, 15, 0]"
piecewise_high_medium_medium_6_0,801,high,6.941889189551614,medium,0.24685610953906503,medium,36.0,"[801, 762, 704, 660, 599, 505, 414, 310, 87, 19, 15, 13, 13, 0]"
piecewise_high_medium_medium_6_1,879,high,12.9046447426226,medium,0.2979043861586699,medium,36.0,"[879, 819, 748, 684, 606, 485, 378, 174, 35, 15, 13, 13]"
piecewise_high_medium_medium_7_0,860,high,11.48543718667267,medium,0.3580666204547871,medium,36.0,"[860, 773, 691, 628, 508, 392, 227, 34, 9, 7, 6]"
piecewise_high_medium_medium_7_1,826,high,11.257657395141784,medium,0.3553465661759866,medium,36.0,"[826, 743, 673, 593, 483, 369, 185, 21, 9, 8, 0]"
piecewise_high_medium_medium_8_0,828,high,14.027776782703956,medium,0.30319231172869565,medium,36.0,"[828, 771, 720, 638, 581, 493, 410, 290, 70, 14, 8, 8, 7]"
piecewise_high_medium_medium_8_1,775,high,13.53980241680625,medium,0.3956352119647227,medium,36.0,"[775, 705, 634, 561, 499, 414, 341, 223, 41, 10, 8, 6, 0]"
piecewise_high_medium_medium_9_0,745,high,11.862308781302122,medium,0.3000469322857087,medium,36.0,"[745, 685, 615, 549, 463, 355, 235, 41, 10, 8, 8]"
piecewise_high_medium_medium_9_1,740,high,15.52027682884083,medium,0.315392646233835,medium,36.0,"[740, 659, 585, 512, 404, 290, 56, 10, 8, 8]"
piecewise_high_medium_high_0_0,826,high,14.462680049133027,medium,0.5676833684445061,high,36.0,"[826, 728, 642, 566, 498, 417, 331, 236, 90, 24, 12, 9, 8, 0]"
piecewise_high_medium_high_0_1,848,high,10.844905505316257,medium,0.8183684913195419,high,36.0,"[848, 653, 494, 362, 254, 150, 46, 8, 4, 3, 0]"
piecewise_high_medium_high_1_0,837,high,8.506937509920036,medium,0.6449164337289437,high,36.0,"[837, 734, 656, 580, 504, 435, 349, 280, 221, 130, 33, 10, 5, 5, 4, 0]"
piecewise_high_medium_high_1_1,828,high,13.868227266325274,medium,0.7845464359369174,high,36.0,"[828, 695, 566, 472, 364, 271, 203, 124, 28, 3, 1, 1, 1]"
piecewise_high_medium_high_2_0,770,high,11.437541450098426,medium,0.7946561144696801,high,36.0,"[770, 603, 486, 374, 252, 174, 91, 14, 9, 8, 7]"
piecewise_high_medium_high_2_1,883,high,14.03427463845295,medium,0.6248617499799473,high,36.0,"[883, 744, 653, 572, 474, 370, 274, 182, 56, 9, 4, 3, 3]"
piecewise_high_medium_high_3_0,751,high,14.4465008225348,medium,0.6061933833238522,high,36.0,"[751, 654, 563, 494, 413, 333, 273, 199, 67, 12, 5, 3, 3, 0]"
piecewise_high_medium_high_3_1,765,high,10.865897175473476,medium,0.8332760273569575,high,36.0,"[765, 575, 434, 324, 215, 128, 34, 3, 2, 1]"
piecewise_high_medium_high_4_0,811,high,14.003288953383613,medium,0.7746588153301331,high,36.0,"[811, 682, 583, 477, 376, 288, 210, 128, 39, 8, 6, 5, 5]"
piecewise_high_medium_high_4_1,801,high,12.57290827062355,medium,0.6435256032914559,high,36.0,"[801, 675, 572, 482, 380, 307, 213, 72, 19, 12, 12, 11]"
piecewise_high_medium_high_5_0,698,high,12.975707604705612,medium,0.7361643398429377,high,36.0,"[698, 595, 486, 392, 299, 206, 134, 56, 11, 7, 6, 6]"
piecewise_high_medium_high_5_1,851,high,13.71220345908279,medium,0.5447978276299368,high,36.0,"[851, 737, 643, 558, 457, 368, 288, 182, 51, 11, 7, 7, 5]"
piecewise_high_medium_high_6_0,916,high,7.9061930715092785,medium,0.6639953206626753,high,36.0,"[916, 797, 701, 606, 512, 429, 347, 261, 180, 57, 18, 12, 11, 9, 0]"
piecewise_high_medium_high_6_1,837,high,14.157510246238997,medium,0.5575549801835906,high,36.0,"[837, 747, 664, 583, 500, 400, 325, 218, 78, 15, 12, 11, 11]"
piecewise_high_medium_high_7_0,828,high,14.79544005957335,medium,0.7561256381990974,high,36.0,"[828, 649, 499, 363, 245, 131, 13, 5, 3, 0]"
piecewise_high_medium_high_7_1,871,high,10.781776871534893,medium,0.7013039055275706,high,36.0,"[871, 721, 568, 438, 323, 206, 64, 10, 7, 5]"
piecewise_high_medium_high_8_0,836,high,14.40182328257227,medium,0.7946777026607768,high,36.0,"[836, 717, 619, 501, 403, 293, 207, 117, 36, 7, 5, 4, 3, 0]"
piecewise_high_medium_high_8_1,841,high,12.5804987121364,medium,0.6963262991807958,high,36.0,"[841, 720, 612, 498, 384, 288, 181, 51, 5, 1, 1, 1]"
piecewise_high_medium_high_9_0,796,high,14.048045010264026,medium,0.7797312411739674,high,36.0,"[796, 683, 571, 473, 349, 267, 177, 123, 33, 8, 4, 3, 3]"
piecewise_high_medium_high_9_1,832,high,12.598795813779214,medium,0.8786834377168087,high,36.0,"[832, 671, 543, 407, 283, 179, 95, 27, 7, 4, 3, 3]"
piecewise_high_high_low_0_0,857,high,40.220706409636065,high,0.02331723330960575,low,36.0,"[857, 834, 823, 811, 793, 771, 736, 658, 600, 541]"
piecewise_high_high_low_0_1,753,high,33.272780773195926,high,0.05861537790636091,low,36.0,"[753, 727, 707, 696, 662, 626, 553, 500, 412, 209]"
piecewise_high_high_low_1_0,679,high,53.67356101974488,high,0.08198125455041982,low,36.0,"[679, 665, 649, 634, 622, 607, 592, 578, 550, 500]"
piecewise_high_high_low_1_1,763,high,29.148038901380787,high,0.0041181592157137,low,36.0,"[763, 746, 727, 708, 677, 594, 512, 401, 181, 46]"
piecewise_high_high_low_2_0,806,high,40.303886640274804,high,0.09239100803263078,low,36.0,"[806, 787, 770, 741, 723, 692, 652, 574, 504, 442]"
piecewise_high_high_low_2_1,891,high,39.492442242467135,high,0.054388514676602204,low,36.0,"[891, 871, 852, 824, 809, 775, 724, 644, 575, 513]"
piecewise_high_high_low_3_0,928,high,45.168621911317885,high,0.04390504544887593,low,36.0,"[928, 909, 888, 871, 845, 822, 787, 734, 667, 608]"
piecewise_high_high_low_3_1,812,high,39.13209359126944,high,0.020405894855268815,low,36.0,"[812, 790, 775, 753, 735, 710, 659, 596, 538, 464]"
piecewise_high_high_low_4_0,811,high,30.999866275592908,high,0.06492859255823791,low,36.0,"[811, 782, 757, 736, 696, 639, 563, 481, 357, 109]"
piecewise_high_high_low_4_1,738,high,34.99611480331177,high,0.06838151134761888,low,36.0,"[738, 719, 698, 683, 654, 623, 565, 505, 424, 328]"
piecewise_high_high_low_5_0,822,high,29.929559101091762,high,0.06990799382603055,low,36.0,"[822, 787, 750, 718, 687, 617, 537, 430, 221, 62]"
piecewise_high_high_low_5_1,902,high,34.51265495257739,high,0.03775723808252947,low,36.0,"[902, 861, 837, 810, 788, 748, 671, 600, 498, 323]"
piecewise_high_high_low_6_0,890,high,39.45072088886991,high,0.0427423011535171,low,36.0,"[890, 870, 856, 833, 810, 772, 733, 655, 595, 509]"
piecewise_high_high_low_6_1,772,high,40.150651825301296,high,0.056034217821115666,low,36.0,"[772, 753, 733, 708, 695, 666, 637, 564, 516, 457]"
piecewise_high_high_low_7_0,840,high,40.53754918705328,high,0.06702652210088911,low,36.0,"[840, 819, 795, 777, 752, 730, 687, 618, 560, 505]"
piecewise_high_high_low_7_1,810,high,34.43907281061211,high,0.02075954890278872,low,36.0,"[810, 794, 768, 745, 726, 691, 610, 542, 463, 317]"
piecewise_high_high_low_8_0,891,high,34.20021811906597,high,0.06249409861692079,low,36.0,"[891, 862, 846, 809, 781, 745, 667, 591, 487, 301]"
piecewise_high_high_low_8_1,868,high,29.492095485215803,high,0.06540109985139723,low,36.0,"[868, 835, 809, 773, 735, 665, 580, 457, 194, 44]"
piecewise_high_high_low_9_0,911,high,27.526637123886566,high,0.043600206160989884,low,36.0,"[911, 886, 858, 831, 777, 671, 577, 420, 99, 22]"
piecewise_high_high_low_9_1,871,high,27.70926284046142,high,0.038754427636026295,low,36.0,"[871, 844, 821, 792, 743, 641, 546, 402, 98, 21]"
piecewise_high_high_medium_0_0,780,high,36.10318196096114,high,0.15068999914094788,medium,36.0,"[780, 744, 722, 701, 667, 627, 553, 496, 441, 356]"
piecewise_high_high_medium_0_1,839,high,35.27215120690484,high,0.26444444312014903,medium,36.0,"[839, 782, 749, 705, 664, 617, 538, 477, 405, 307]"
piecewise_high_high_medium_1_0,813,high,41.47921158486682,high,0.23729640048858042,medium,36.0,"[813, 785, 744, 711, 674, 640, 592, 520, 454, 394]"
piecewise_high_high_medium_1_1,854,high,37.358196647378854,high,0.28734775628838755,medium,36.0,"[854, 802, 758, 725, 679, 631, 554, 480, 404, 299]"
piecewise_high_high_medium_2_0,802,high,37.1229394963398,high,0.25887006771620924,medium,36.0,"[802, 761, 725, 686, 652, 597, 535, 454, 391, 312]"
piecewise_high_high_medium_2_1,868,high,28.955118401218513,high,0.34055767516641455,medium,36.0,"[868, 792, 732, 680, 605, 515, 428, 332, 127, 30]"
piecewise_high_high_medium_3_0,796,high,32.96115859649385,high,0.2683568699994144,medium,36.0,"[796, 746, 700, 662, 613, 552, 480, 400, 322, 123]"
piecewise_high_high_medium_3_1,797,high,34.325660531734606,high,0.26044980902454434,medium,36.0,"[797, 752, 704, 658, 624, 578, 494, 422, 347, 232]"
piecewise_high_high_medium_4_0,854,high,41.796971382053314,high,0.23806282351412733,medium,36.0,"[854, 814, 780, 750, 712, 668, 631, 565, 502, 449]"
piecewise_high_high_medium_4_1,851,high,29.93661066842643,high,0.2843094987262838,medium,36.0,"[851, 793, 741, 690, 639, 566, 489, 381, 218, 57]"
piecewise_high_high_medium_5_0,822,high,44.074762224358224,high,0.3880862412041457,medium,36.0,"[822, 759, 718, 660, 604, 562, 521, 465, 401, 338]"
piecewise_high_high_medium_5_1,786,high,34.84915182865163,high,0.23812011989351506,medium,36.0,"[786, 724, 681, 641, 607, 567, 500, 430, 354, 252]"
piecewise_high_high_medium_6_0,798,high,37.57178081332868,high,0.33560721084517553,medium,36.0,"[798, 750, 717, 658, 626, 571, 498, 432, 371, 289]"
piecewise_high_high_medium_6_1,784,high,40.097442649102234,high,0.349137891271069,medium,36.0,"[784, 737, 700, 654, 609, 563, 508, 440, 384, 318]"
piecewise_high_high_medium_7_0,790,high,40.28996783161415,high,0.3126470292693663,medium,36.0,"[790, 739, 696, 661, 623, 582, 530, 462, 412, 346]"
piecewise_high_high_medium_7_1,796,high,48.918418840339896,high,0.36852434770828735,medium,36.0,"[796, 750, 708, 663, 625, 584, 543, 491, 434, 378]"
piecewise_high_high_medium_8_0,821,high,39.091607933975446,high,0.37340685591361683,medium,36.0,"[821, 760, 714, 666, 614, 565, 517, 447, 392, 311]"
piecewise_high_high_medium_8_1,796,high,32.91029863163006,high,0.27382075976526593,medium,36.0,"[796, 746, 712, 659, 605, 550, 487, 409, 300, 132]"
piecewise_high_high_medium_9_0,802,high,39.97679637873769,high,0.19745362051571969,medium,36.0,"[802, 771, 741, 701, 672, 638, 587, 524, 452, 388]"
piecewise_high_high_medium_9_1,847,high,48.25371108820792,high,0.24288595903415056,medium,36.0,"[847, 804, 779, 745, 707, 677, 641, 600, 532, 465]"
piecewise_high_high_high_0_0,816,high,43.83987761776257,high,0.7840566386765762,high,36.0,"[816, 704, 613, 535, 456, 375, 310, 248, 198, 124]"
piecewise_high_high_high_0_1,763,high,26.85507380516793,high,0.7911328701004532,high,36.0,"[763, 630, 513, 410, 333, 249, 187, 100, 24, 9]"
piecewise_high_high_high_1_0,726,high,34.79147986778606,high,0.7123867258468864,high,36.0,"[726, 627, 548, 482, 405, 348, 266, 209, 145, 86]"
piecewise_high_high_high_1_1,828,high,37.18984685843033,high,0.6427095994810968,high,36.0,"[828, 728, 649, 581, 507, 442, 368, 289, 229, 168]"
piecewise_high_high_high_2_0,844,high,51.522770545512095,high,0.8781802889990935,high,36.0,"[844, 729, 633, 547, 456, 377, 297, 219, 145, 79]"
piecewise_high_high_high_2_1,811,high,41.23795743935638,high,0.6413470052002269,high,36.0,"[811, 715, 641, 576, 510, 448, 378, 303, 235, 188]"
piecewise_high_high_high_3_0,893,high,16.959018666764962,high,0.6324622350277166,high,36.0,"[893, 720, 610, 498, 366, 266, 122, 20, 5, 4, 0]"
piecewise_high_high_high_3_1,806,high,35.5369028688656,high,0.8010505562572696,high,36.0,"[806, 669, 573, 489, 420, 345, 270, 212, 149, 84]"
piecewise_high_high_high_4_0,848,high,37.55218664018941,high,0.8075480075322896,high,36.0,"[848, 742, 659, 560, 476, 391, 301, 238, 176, 99]"
piecewise_high_high_high_4_1,799,high,44.34860922539465,high,0.5804800341277478,high,36.0,"[799, 712, 659, 602, 544, 480, 430, 369, 299, 246]"
piecewise_high_high_high_5_0,729,high,36.71996304253918,high,0.5946226539426008,high,36.0,"[729, 646, 584, 519, 460, 401, 334, 269, 213, 144]"
piecewise_high_high_high_5_1,690,high,24.485170088808182,high,0.6713317237779827,high,36.0,"[690, 575, 479, 394, 305, 221, 147, 39, 5, 2]"
piecewise_high_high_high_6_0,793,high,35.00385866412061,high,0.7185930372732717,high,36.0,"[793, 697, 613, 532, 467, 380, 302, 234, 163, 108]"
piecewise_high_high_high_6_1,801,high,34.00296317291656,high,0.7544634781292251,high,36.0,"[801, 698, 601, 509, 428, 357, 278, 209, 149, 73]"
piecewise_high_high_high_7_0,754,high,44.295016193950886,high,0.634838926490768,high,36.0,"[754, 681, 618, 544, 480, 425, 376, 308, 240, 186]"
piecewise_high_high_high_7_1,769,high,39.80525064714228,high,0.5556857708015538,high,36.0,"[769, 695, 636, 572, 507, 449, 396, 324, 268, 212]"
piecewise_high_high_high_8_0,890,high,30.942793017408356,high,0.8186345120714065,high,36.0,"[890, 766, 653, 541, 441, 328, 230, 156, 82, 16]"
piecewise_high_high_high_8_1,799,high,37.93456529312867,high,0.6273026387913613,high,36.0,"[799, 725, 650, 586, 513, 442, 382, 304, 230, 158]"
piecewise_high_high_high_9_0,884,high,34.76152035494217,high,0.6298905181451055,high,36.0,"[884, 796, 716, 635, 534, 462, 366, 282, 221, 140]"
piecewise_high_high_high_9_1,831,high,37.60405082997017,high,0.8020444808184989,high,36.0,"[831, 732, 643, 554, 463, 362, 273, 196, 136, 88]"
exponential_low_low_low_0_0,50,low,5.517994558006004,low,0.050092692292748715,low,,"[50, 28, 14, 8, 5, 3, 1, 1, 1, 1]"
exponential_low_low_low_0_1,49,low,3.6963070900197463,low,0.07487885644679743,low,,"[49, 30, 16, 11, 7, 5, 1, 1, 1, 1, 1, 0]"
exponential_low_low_low_1_0,42,low,5.667384876123117,low,0.06362827626469655,low,,"[42, 21, 10, 5, 3, 2, 2, 1, 1, 1]"
exponential_low_low_low_1_1,79,low,6.175640769407715,low,0.024935529760290592,low,,"[79, 32, 15, 5, 4, 3, 2, 1, 1, 1]"
exponential_low_low_low_2_0,55,low,7.192341350440343,low,0.04298948703189597,low,,"[55, 39, 26, 13, 8, 4, 3, 3, 1, 1]"
exponential_low_low_low_2_1,59,low,6.3761450415135625,low,0.04098479387545842,low,,"[59, 43, 31, 21, 14, 10, 5, 4, 4, 1, 1, 0]"
exponential_low_low_low_3_0,57,low,6.819807533103728,low,0.060764633756397256,low,,"[57, 38, 25, 20, 12, 11, 5, 4, 2, 1, 1, 0]"
exponential_low_low_low_3_1,49,low,6.433024230837973,low,0.02319360859430812,low,,"[49, 33, 23, 14, 10, 6, 3, 3, 1, 1, 1]"
exponential_low_low_low_4_0,38,low,4.0568719299233855,low,0.03188707189188163,low,,"[38, 24, 13, 7, 5, 4, 2, 1, 1, 1]"
exponential_low_low_low_4_1,58,low,6.818688286278774,low,0.04661704313657248,low,,"[58, 29, 16, 10, 6, 4, 2, 1, 1, 1]"
exponential_low_low_low_5_0,50,low,7.512599439722182,low,0.07015331841642894,low,,"[50, 39, 34, 27, 22, 19, 15, 12, 7, 7, 6, 4, 0]"
exponential_low_low_low_5_1,48,low,5.808290100517693,low,0.05663914631594294,low,,"[48, 37, 29, 21, 18, 13, 8, 7, 6, 1]"
exponential_low_low_low_6_0,67,low,4.622219193026114,low,0.045478446276036984,low,,"[67, 41, 24, 16, 9, 5, 5, 3, 3, 2, 1, 0]"
exponential_low_low_low_6_1,42,low,7.454983180055573,low,0.023865985350109226,low,,"[42, 25, 15, 12, 8, 6, 3, 2, 1, 1, 1]"
exponential_low_low_low_7_0,50,low,6.412150832195538,low,0.030559621795381433,low,,"[50, 32, 21, 10, 9, 7, 5, 4, 1, 0]"
exponential_low_low_low_7_1,40,low,5.60291279185805,low,0.04999493858071268,low,,"[40, 27, 18, 10, 6, 6, 4, 4, 3, 1]"
exponential_low_low_low_8_0,69,low,8.08871360737806,low,0.046440100017303934,low,,"[69, 44, 28, 19, 14, 9, 6, 3, 3, 1]"
exponential_low_low_low_8_1,49,low,5.429418489759687,low,0.03571488540190606,low,,"[49, 38, 29, 20, 14, 12, 8, 7, 5, 4, 3, 3, 1]"
exponential_low_low_low_9_0,58,low,6.294939933810115,low,0.05285919925246761,low,,"[58, 26, 9, 6, 3, 2, 1, 1, 1, 1]"
exponential_low_low_low_9_1,41,low,7.69574423624351,low,0.045228461715389225,low,,"[41, 19, 6, 4, 2, 1, 1, 1, 1, 0]"
exponential_low_low_medium_0_0,43,low,6.021505309211448,low,0.3013379002563101,medium,,"[43, 23, 14, 7, 3, 2, 1, 1, 1, 1, 1]"
exponential_low_low_medium_0_1,59,low,7.508740500207555,low,0.3450433747833247,medium,,"[59, 29, 17, 8, 4, 1, 1, 1, 1, 1]"
exponential_low_low_medium_1_0,61,low,6.090979392760105,low,0.22484339644206797,medium,,"[61, 23, 8, 3, 2, 2, 1, 1, 1, 1]"
exponential_low_low_medium_1_1,47,low,3.891783691735026,low,0.37476732654974704,medium,,"[47, 18, 7, 3, 2, 1, 1, 1, 1, 1]"
exponential_low_low_medium_2_0,49,low,5.445942569752873,low,0.29002072120877487,medium,,"[49, 36, 28, 19, 15, 11, 8, 7, 2, 2, 2, 1]"
exponential_low_low_medium_2_1,36,low,7.77443969502513,low,0.2673215354413181,medium,,"[36, 27, 19, 14, 10, 5, 3, 1, 1, 0]"
exponential_low_low_medium_3_0,38,low,7.993795747440126,low,0.31696713307136887,medium,,"[38, 21, 16, 13, 9, 5, 4, 2, 2, 1]"
exponential_low_low_medium_3_1,22,low,5.834077182356062,low,0.3972610703706871,medium,,"[22, 10, 7, 5, 3, 3, 2, 1, 1, 1]"
exponential_low_low_medium_4_0,53,low,7.072214352660987,low,0.24516642205528,medium,,"[53, 26, 13, 9, 6, 5, 1, 1, 1, 1]"
exponential_low_low_medium_4_1,57,low,6.778521603459403,low,0.1749946214404262,medium,,"[57, 27, 17, 10, 6, 4, 2, 1, 1, 1]"
exponential_low_low_medium_5_0,58,low,7.452645330854684,low,0.36971505119828046,medium,,"[58, 41, 28, 19, 14, 9, 8, 7, 1, 1]"
exponential_low_low_medium_5_1,56,low,5.943607334881882,low,0.3273282071817504,medium,,"[56, 40, 33, 24, 18, 13, 9, 5, 4, 2, 1, 1]"
exponential_low_low_medium_6_0,42,low,5.299985066045265,low,0.30080578176905604,medium,,"[42, 23, 13, 8, 5, 3, 1, 1, 1, 1]"
exponential_low_low_medium_6_1,54,low,5.878472411279772,low,0.38316766545220154,medium,,"[54, 27, 16, 10, 1, 1, 1, 1, 1, 1, 1]"
exponential_low_low_medium_7_0,56,low,7.363996073432183,low,0.26365090723869583,medium,,"[56, 33, 23, 15, 11, 8, 5, 4, 3, 1, 1]"
exponential_low_low_medium_7_1,58,low,5.822127169518281,low,0.20711066033743172,medium,,"[58, 36, 28, 18, 11, 10, 8, 6, 4, 2, 1]"
exponential_low_low_medium_8_0,53,low,7.703853809727615,low,0.29984626093711075,medium,,"[53, 37, 23, 16, 13, 11, 7, 5, 5, 2, 2, 1]"
exponential_low_low_medium_8_1,49,low,6.535464066356078,low,0.22596532995572033,medium,,"[49, 30, 22, 15, 11, 6, 4, 3, 3, 2, 0]"
exponential_low_low_medium_9_0,49,low,8.000021655377482,low,0.3445796219538269,medium,,"[49, 21, 8, 5, 2, 2, 1, 1, 1, 1]"
